account_id,event_day,active_users,sessions,events,revenue
ACC_0004,2011-09-22,1,1,28,626.01
ACC_0004,2011-09-25,1,1,22,825.9200000000001
ACC_0004,2011-09-29,1,1,13,383.12
ACC_0004,2011-10-11,2,2,63,1533.96
ACC_0004,2011-10-12,1,1,1,4.5
ACC_0004,2011-10-14,1,1,23,450.86
ACC_0004,2011-10-26,1,1,1,360.0
ACC_0004,2011-11-06,1,1,16,419.06
ACC_0004,2011-11-11,1,1,13,292.58
ACC_0004,2011-11-14,1,1,33,742.9300000000001
ACC_0004,2011-11-18,1,1,17,1040.39
ACC_0004,2011-11-24,1,1,8,286.4
ACC_0004,2011-11-29,1,1,6,227.20000000000002
ACC_0004,2011-12-05,1,1,7,147.01
ACC_0005,2010-02-03,1,1,65,931.43
ACC_0005,2010-02-15,1,1,46,712.39
ACC_0005,2010-02-22,2,2,9,202.95
ACC_0005,2010-03-05,1,1,15,205.98
ACC_0005,2010-04-16,1,1,52,1125.44
ACC_0005,2010-04-21,1,2,49,1151.7
ACC_0005,2010-04-27,1,1,7,234.75000000000003
ACC_0005,2010-05-21,1,1,20,398.18
ACC_0005,2010-07-08,1,1,21,333.47
ACC_0005,2010-08-02,1,1,16,251.38
ACC_0005,2010-09-01,1,1,83,410.34
ACC_0005,2010-10-07,1,1,16,303.8
ACC_0005,2010-10-21,1,1,11,205.25
ACC_0005,2010-10-29,1,1,18,325.72
ACC_0005,2010-11-02,1,1,23,870.3
ACC_0005,2010-11-19,1,1,15,314.20000000000005
ACC_0005,2010-11-22,1,1,27,513.05
ACC_0005,2010-12-03,1,1,24,692.2
ACC_0005,2010-12-17,1,1,19,333.82
ACC_0005,2011-01-11,1,1,19,462.5
ACC_0005,2011-01-14,1,1,3,177.00000000000003
ACC_0005,2011-02-09,1,1,5,84.3
ACC_0005,2011-02-11,1,1,14,231.51
ACC_0005,2011-03-23,2,2,30,614.55
ACC_0005,2011-04-08,1,1,17,421.6
ACC_0005,2011-05-05,1,1,11,149.97
ACC_0005,2011-05-06,1,1,21,381.08
ACC_0005,2011-05-10,1,1,22,480.90000000000003
ACC_0005,2011-05-12,1,1,13,181.82
ACC_0005,2011-06-09,1,1,5,130.08
ACC_0005,2011-06-30,1,1,10,163.9
ACC_0005,2011-07-27,1,1,70,1214.81
ACC_0005,2011-08-12,1,1,12,209.62
ACC_0005,2011-08-19,1,1,7,165.95
ACC_0005,2011-09-21,1,1,32,549.84
ACC_0005,2011-09-28,1,1,25,521.5
ACC_0005,2011-10-04,1,1,17,346.68
ACC_0005,2011-10-07,1,1,6,891.4
ACC_0005,2011-10-25,1,1,85,1635.6599999999999
ACC_0005,2011-11-04,1,1,56,1195.09
ACC_0005,2011-11-08,1,2,28,506.55
ACC_0005,2011-11-18,1,1,100,460.89
ACC_0005,2011-11-20,1,1,15,265.83
ACC_0006,2010-01-11,1,1,25,881.2
ACC_0006,2010-01-26,1,1,1,63.24
ACC_0006,2010-02-07,1,1,11,191.7
ACC_0006,2010-04-18,1,1,17,313.65
ACC_0006,2010-04-22,1,1,10,748.0
ACC_0006,2010-07-06,2,2,15,811.5600000000001
ACC_0006,2010-09-15,1,1,9,150.4
ACC_0006,2010-11-05,1,1,26,1345.8600000000001
ACC_0006,2010-11-12,1,1,11,155.65
ACC_0006,2011-01-20,1,1,11,225.6
ACC_0006,2011-06-09,1,1,49,1621.25
ACC_0006,2011-07-14,1,1,54,1710.39
ACC_0006,2011-10-21,1,1,5,427.7
ACC_0006,2011-11-17,1,1,56,1794.05
ACC_0007,2010-05-23,1,1,87,6802.48
ACC_0007,2010-06-08,1,1,2,211.2
ACC_0007,2010-07-02,1,1,1,101.88
ACC_0007,2010-07-25,1,1,14,320.38
ACC_0007,2010-07-29,1,1,10,194.1
ACC_0007,2010-09-15,1,1,16,315.06
ACC_0007,2010-10-15,1,1,65,5231.0599999999995
ACC_0007,2010-11-19,1,1,28,943.06
ACC_0007,2011-02-04,1,2,26,693.3299999999999
ACC_0007,2011-03-20,1,1,15,226.3
ACC_0007,2011-03-24,1,2,36,837.59
ACC_0007,2011-04-18,1,1,12,269.66
ACC_0007,2011-06-10,1,1,64,6207.08
ACC_0007,2011-06-17,1,1,29,654.18
ACC_0007,2011-07-06,1,1,33,719.06
ACC_0007,2011-07-28,1,1,4,192.34
ACC_0007,2011-09-02,1,1,17,642.28
ACC_0007,2011-09-21,1,1,1,4.95
ACC_0007,2011-09-22,1,1,44,4860.64
ACC_0007,2011-10-21,1,1,13,300.76
ACC_0007,2011-11-07,1,1,23,754.5
ACC_0008,2009-12-06,1,1,18,309.1
ACC_0008,2009-12-10,1,1,1,8.5
ACC_0008,2010-01-08,1,1,27,404.55
ACC_0008,2010-02-21,1,1,11,202.56
ACC_0008,2010-03-05,1,1,31,498.04
ACC_0008,2010-03-19,1,1,24,343.94
ACC_0008,2010-04-01,1,1,14,245.76
ACC_0008,2010-05-12,1,1,16,535.37
ACC_0008,2010-06-17,1,1,16,346.25
ACC_0008,2010-06-18,1,1,31,670.88
ACC_0008,2010-06-30,1,1,87,2326.7400000000002
ACC_0008,2010-07-16,1,1,7,336.24
ACC_0008,2010-07-21,1,1,11,184.55
ACC_0008,2010-07-30,1,1,1,55.0
ACC_0008,2010-08-09,1,1,26,505.90999999999997
ACC_0008,2010-09-02,1,3,10,390.0
ACC_0008,2010-09-20,1,1,17,284.8
ACC_0008,2010-10-01,1,1,11,202.06
ACC_0008,2010-10-15,2,2,31,590.98
ACC_0008,2010-10-21,1,1,1,10.0
ACC_0008,2010-10-22,2,2,48,796.22
ACC_0008,2010-10-25,1,1,17,344.2
ACC_0008,2010-10-26,1,1,22,346.9
ACC_0008,2010-11-02,2,2,22,434.61
ACC_0008,2010-11-04,1,1,1,10.0
ACC_0008,2010-11-19,1,1,5,180.1
ACC_0008,2010-11-29,1,1,99,16554.88
ACC_0008,2010-12-17,1,1,11,291.34
ACC_0008,2011-01-06,2,2,70,7490.63
ACC_0008,2011-01-10,1,1,1,81.6
ACC_0008,2011-01-25,1,1,16,323.44
ACC_0008,2011-02-02,1,1,7,153.76
ACC_0008,2011-02-15,1,1,69,14022.92
ACC_0008,2011-03-03,2,2,101,17136.84
ACC_0008,2011-04-01,1,1,1,350.0
ACC_0008,2011-04-17,1,1,4,84.65
ACC_0008,2011-04-26,1,1,5,242.8
ACC_0008,2011-04-28,1,1,23,436.3
ACC_0008,2011-05-06,1,1,6,165.85
ACC_0008,2011-05-17,1,1,73,11924.800000000001
ACC_0008,2011-05-20,1,1,3,766.3599999999999
ACC_0008,2011-06-05,1,1,23,437.19
ACC_0008,2011-06-15,1,2,139,23426.81
ACC_0008,2011-06-23,1,1,28,514.5
ACC_0008,2011-07-13,1,2,23,2796.36
ACC_0008,2011-07-19,1,1,57,158.65
ACC_0008,2011-07-25,1,1,17,376.24
ACC_0008,2011-08-04,1,1,21,355.56
ACC_0008,2011-08-18,1,1,97,21880.44
ACC_0008,2011-08-19,1,1,34,668.58
ACC_0008,2011-08-25,1,1,35,562.69
ACC_0008,2011-09-01,1,2,9,2941.7200000000003
ACC_0008,2011-09-26,1,1,16,336.14
ACC_0008,2011-10-04,1,1,10,194.20000000000002
ACC_0008,2011-10-05,1,2,82,16471.77
ACC_0008,2011-10-07,1,1,29,600.39
ACC_0008,2011-10-31,1,1,24,462.85
ACC_0008,2011-11-02,1,1,1,624.24
ACC_0008,2011-11-03,1,1,4,375.24
ACC_0008,2011-11-15,1,2,27,5355.4
ACC_0008,2011-12-06,1,1,20,369.73
ACC_0009,2009-12-18,1,1,5,75.0
ACC_0009,2010-02-14,1,1,15,662.25
ACC_0009,2010-04-08,1,1,10,396.2
ACC_0009,2010-05-06,1,2,2,1058.45
ACC_0009,2010-05-20,1,1,27,404.44
ACC_0009,2010-05-25,1,1,1,80.0
ACC_0009,2010-06-09,1,1,15,446.54
ACC_0009,2010-07-02,1,3,13,321.72999999999996
ACC_0009,2010-07-22,1,1,4,77.8
ACC_0009,2010-08-31,1,1,13,298.8
ACC_0009,2010-09-15,1,1,16,358.67
ACC_0009,2010-10-10,1,1,6,230.0
ACC_0009,2010-10-13,1,1,47,1132.53
ACC_0009,2010-10-20,1,1,16,213.76
ACC_0009,2010-10-29,1,1,23,471.55
ACC_0009,2010-11-10,1,1,15,369.95
ACC_0009,2010-11-17,1,1,27,464.28000000000003
ACC_0009,2010-12-21,1,1,16,237.93
ACC_0009,2011-01-19,1,1,13,238.5
ACC_0009,2011-01-24,1,1,11,157.45
ACC_0009,2011-02-21,1,1,15,192.31
ACC_0009,2011-03-21,1,1,20,347.35
ACC_0009,2011-04-07,1,1,18,255.36
ACC_0009,2011-05-23,1,1,22,333.82
ACC_0009,2011-06-01,1,1,5,84.92
ACC_0009,2011-06-19,1,1,14,239.35
ACC_0009,2011-06-24,1,1,18,417.36
ACC_0009,2011-06-30,1,2,30,1760.96
ACC_0009,2011-08-17,1,1,11,231.76
ACC_0009,2011-08-31,1,1,12,198.98
ACC_0009,2011-09-05,1,1,8,147.7
ACC_0009,2011-11-24,1,1,9,178.48
ACC_0009,2011-12-09,1,1,17,208.64000000000001
ACC_0010,2010-02-15,1,1,47,762.48
ACC_0010,2010-06-11,1,2,25,1407.3600000000001
ACC_0010,2010-09-17,1,1,55,964.21
ACC_0010,2010-09-24,1,2,31,1046.65
ACC_0010,2010-12-03,1,1,20,607.0
ACC_0010,2010-12-09,1,1,40,2563.0
ACC_0010,2011-03-01,1,3,194,4969.22
ACC_0010,2011-03-20,1,1,10,409.2
ACC_0010,2011-03-30,1,1,10,558.4
ACC_0010,2011-04-11,1,1,21,373.72
ACC_0010,2011-04-26,1,1,21,437.98
ACC_0010,2011-05-29,1,1,30,582.73
ACC_0010,2011-06-20,1,1,29,1125.4
ACC_0010,2011-07-05,1,1,20,632.44
ACC_0010,2011-08-11,1,1,24,605.14
ACC_0010,2011-09-22,1,1,36,777.2
ACC_0010,2011-10-10,1,1,15,282.58
ACC_0010,2011-10-27,1,1,11,256.4
ACC_0010,2011-11-14,1,1,15,408.34000000000003
ACC_0010,2011-11-18,1,1,6,239.72
ACC_0010,2011-11-30,1,1,27,905.52
ACC_0011,2010-01-15,1,2,58,1120.27
ACC_0011,2010-03-04,1,1,17,394.59
ACC_0011,2010-05-21,1,1,10,392.97999999999996
ACC_0011,2010-05-24,1,1,1,59.92
ACC_0011,2010-06-23,1,1,8,441.5
ACC_0011,2010-07-06,1,1,10,294.88
ACC_0011,2010-07-19,1,2,31,639.38
ACC_0011,2010-08-17,1,1,7,176.0
ACC_0011,2010-09-02,1,1,1,127.0
ACC_0011,2010-10-26,1,1,13,365.75
ACC_0011,2010-12-01,1,1,28,716.5
ACC_0011,2010-12-17,1,1,10,415.7
ACC_0011,2011-01-28,1,1,20,384.68
ACC_0011,2011-02-17,1,1,37,640.1
ACC_0011,2011-02-27,1,1,10,412.55
ACC_0011,2011-05-12,1,1,23,475.16
ACC_0011,2011-05-23,1,1,17,472.09
ACC_0011,2011-06-20,1,2,75,3316.6600000000003
ACC_0011,2011-06-22,1,1,1,700.0
ACC_0011,2011-07-19,1,1,23,483.02000000000004
ACC_0011,2011-07-24,1,1,20,505.46
ACC_0011,2011-07-26,1,1,1,118.8
ACC_0011,2011-08-12,1,1,10,608.76
ACC_0011,2011-10-06,1,2,32,678.76
ACC_0011,2011-10-10,1,1,17,332.68
ACC_0011,2011-10-28,1,2,32,1042.66
ACC_0011,2011-11-04,1,1,1,601.44
ACC_0012,2009-12-02,1,1,1,1008.0
ACC_0012,2010-03-12,1,1,15,728.88
ACC_0012,2010-08-19,1,1,32,1838.32
ACC_0012,2010-08-20,1,1,8,152.4
ACC_0012,2010-09-16,1,1,53,973.69
ACC_0012,2010-11-05,1,1,78,2292.18
ACC_0012,2010-11-08,1,1,28,2520.84
ACC_0012,2010-11-23,1,1,20,297.29
ACC_0012,2010-12-01,1,1,146,3838.2799999999997
ACC_0012,2010-12-08,1,1,148,3735.96
ACC_0012,2011-03-17,1,1,19,3978.9900000000002
ACC_0012,2011-03-24,1,1,16,286.25
ACC_0012,2011-09-01,1,1,16,509.01
ACC_0012,2011-09-09,1,1,81,2608.11
ACC_0012,2011-09-16,1,1,34,519.89
ACC_0012,2011-09-21,1,1,17,3850.9
ACC_0012,2011-10-27,1,1,58,1498.66
ACC_0012,2011-11-30,1,1,68,2843.29
ACC_0012,2011-12-09,1,2,66,2638.69
ACC_0013,2009-12-02,1,1,27,578.28
ACC_0013,2009-12-07,1,1,21,485.31
ACC_0013,2009-12-14,1,1,68,1081.66
ACC_0013,2009-12-22,1,1,21,568.51
ACC_0013,2010-01-19,1,2,32,609.78
ACC_0013,2010-01-26,1,1,4,76.52000000000001
ACC_0013,2010-02-09,1,1,91,1885.61
ACC_0013,2010-03-05,1,1,19,334.06
ACC_0013,2010-03-24,1,1,15,391.59
ACC_0013,2010-04-14,1,1,20,347.42
ACC_0013,2010-04-16,1,1,5,114.48
ACC_0013,2010-06-02,1,1,7,150.8
ACC_0013,2010-06-24,1,1,23,610.26
ACC_0013,2010-08-04,1,1,10,220.75
ACC_0013,2010-09-03,1,1,11,290.69
ACC_0013,2010-09-05,1,1,8,170.3
ACC_0013,2010-09-07,1,1,17,268.31
ACC_0013,2010-09-16,1,1,4,75.0
ACC_0013,2010-09-20,1,1,11,180.82999999999998
ACC_0013,2010-10-05,1,1,10,253.55
ACC_0013,2010-10-13,1,1,13,340.5
ACC_0013,2010-10-15,2,2,40,748.64
ACC_0013,2010-11-07,1,1,18,326.37
ACC_0013,2010-11-09,1,2,14,427.04
ACC_0013,2010-12-08,1,1,22,347.1
ACC_0013,2011-01-12,1,1,7,392.7
ACC_0013,2011-02-02,1,1,10,150.5
ACC_0013,2011-02-23,1,2,21,439.76
ACC_0013,2011-03-16,1,1,8,147.70999999999998
ACC_0013,2011-04-28,1,1,8,209.10000000000002
ACC_0013,2011-05-18,1,1,10,368.2
ACC_0013,2011-05-25,1,1,11,267.12
ACC_0013,2011-06-15,1,1,13,501.64
ACC_0013,2011-06-21,1,1,90,1870.2
ACC_0013,2011-07-22,1,1,49,890.0699999999999
ACC_0013,2011-08-10,1,1,15,757.0699999999999
ACC_0013,2011-09-02,1,2,14,334.68
ACC_0013,2011-09-15,1,1,20,562.54
ACC_0013,2011-09-22,1,1,10,222.6
ACC_0013,2011-10-12,1,1,17,879.01
ACC_0013,2011-10-27,1,1,11,263.46
ACC_0013,2011-11-03,1,2,49,997.03
ACC_0013,2011-11-17,1,1,4,133.4
ACC_0013,2011-11-18,2,2,44,1135.24
ACC_0013,2011-11-25,1,1,49,2016.78
ACC_0013,2011-11-30,1,1,14,292.40999999999997
ACC_0013,2011-12-06,1,1,12,172.06
ACC_0013,2011-12-08,1,1,3,165.9
ACC_0014,2009-12-18,1,1,89,1636.43
ACC_0014,2010-03-23,1,1,12,777.91
ACC_0014,2010-05-11,1,1,18,515.61
ACC_0014,2010-06-28,1,1,111,2151.27
ACC_0014,2010-08-22,1,1,11,148.42000000000002
ACC_0014,2010-09-02,1,2,46,1483.09
ACC_0014,2010-09-14,1,1,5,105.6
ACC_0014,2010-09-20,1,1,18,483.14
ACC_0014,2010-09-27,1,1,9,678.6
ACC_0014,2010-09-30,1,1,22,632.68
ACC_0014,2010-10-14,1,1,8,4733.52
ACC_0014,2010-10-18,1,1,1,220.0
ACC_0014,2010-10-19,1,1,8,4098.96
ACC_0014,2010-10-25,1,1,1,90.0
ACC_0014,2010-11-05,1,1,13,236.3
ACC_0014,2010-11-09,1,1,8,4098.96
ACC_0014,2011-01-19,1,1,101,2919.5099999999998
ACC_0014,2011-02-16,1,1,41,1683.9
ACC_0014,2011-02-17,1,1,1,15.0
ACC_0014,2011-03-30,1,1,41,940.1700000000001
ACC_0014,2011-04-10,1,1,26,476.49
ACC_0014,2011-04-14,1,1,22,669.25
ACC_0014,2011-04-15,1,1,2,219.0
ACC_0014,2011-04-20,1,1,1,179.0
ACC_0014,2011-05-05,1,1,94,2388.31
ACC_0014,2011-06-03,1,1,13,264.4
ACC_0014,2011-06-05,1,1,48,858.9300000000001
ACC_0014,2011-06-19,1,1,6,101.88
ACC_0014,2011-07-06,2,2,13,230.5
ACC_0014,2011-07-28,1,1,43,707.09
ACC_0014,2011-07-31,1,1,45,1325.23
ACC_0014,2011-08-02,1,1,39,777.95
ACC_0014,2011-08-04,1,1,5,78.56
ACC_0014,2011-09-09,1,1,45,1087.7
ACC_0014,2011-09-14,1,1,34,743.28
ACC_0014,2011-09-15,1,1,1,160.0
ACC_0014,2011-09-19,1,1,1,196.35
ACC_0014,2011-09-27,1,1,19,290.5
ACC_0014,2011-10-04,1,1,1,196.35
ACC_0014,2011-10-05,1,1,100,2539.56
ACC_0014,2011-10-13,1,1,57,1002.3100000000001
ACC_0014,2011-10-14,1,1,15,3528.34
ACC_0014,2011-10-26,2,2,61,1365.09
ACC_0014,2011-11-17,1,1,59,1342.71
ACC_0014,2011-11-18,1,1,44,925.64
ACC_0014,2011-11-23,1,2,22,430.57
ACC_0014,2011-11-29,1,1,15,262.5
ACC_0015,2010-04-13,1,1,23,454.36
ACC_0015,2010-08-09,1,1,20,380.61
ACC_0015,2010-10-08,1,1,26,449.48
ACC_0015,2011-02-28,1,1,19,441.92
ACC_0015,2011-09-29,1,1,19,505.48
ACC_0016,2009-12-07,1,2,39,1176.02
ACC_0016,2009-12-14,2,3,119,2576.7
ACC_0016,2009-12-18,1,2,2,13.5
ACC_0016,2009-12-21,1,1,25,801.4300000000001
ACC_0016,2010-01-11,1,2,25,471.33
ACC_0016,2010-01-19,1,1,23,211.95
ACC_0016,2010-01-26,3,5,53,1048.07
ACC_0016,2010-02-08,1,1,45,748.98
ACC_0016,2010-02-09,1,1,17,368.15
ACC_0016,2010-02-11,1,1,13,158.7
ACC_0016,2010-02-23,1,1,17,298.55
ACC_0016,2010-02-28,1,1,21,523.05
ACC_0016,2010-03-08,1,1,23,397.07
ACC_0016,2010-03-10,1,2,23,384.5
ACC_0016,2010-03-22,1,1,14,298.4
ACC_0016,2010-03-25,1,2,31,898.4
ACC_0016,2010-03-26,1,1,1,19.8
ACC_0016,2010-04-01,1,1,40,727.49
ACC_0016,2010-04-09,1,1,57,1888.31
ACC_0016,2010-04-14,1,2,36,814.89
ACC_0016,2010-04-15,1,1,19,284.59
ACC_0016,2010-04-25,1,1,36,645.1
ACC_0016,2010-04-26,2,2,55,1502.27
ACC_0016,2010-05-17,1,1,29,648.58
ACC_0016,2010-06-07,1,3,28,1019.6999999999999
ACC_0016,2010-06-13,1,1,5,77.68
ACC_0016,2010-06-15,1,1,94,1796.48
ACC_0016,2010-06-21,1,1,10,1956.84
ACC_0016,2010-06-29,1,2,24,769.2
ACC_0016,2010-07-01,1,1,29,611.66
ACC_0016,2010-07-05,1,1,66,1113.7
ACC_0016,2010-07-12,1,1,33,664.58
ACC_0016,2010-07-21,1,1,15,274.12
ACC_0016,2010-08-05,1,1,17,541.2
ACC_0016,2010-08-18,1,2,35,631.3299999999999
ACC_0016,2010-08-22,1,2,23,471.8
ACC_0016,2010-08-24,1,1,47,866.8
ACC_0016,2010-08-26,1,1,1,25.0
ACC_0016,2010-09-02,1,1,2,103.0
ACC_0016,2010-09-08,1,2,18,620.48
ACC_0016,2010-09-09,1,1,18,326.65
ACC_0016,2010-09-10,1,1,35,675.17
ACC_0016,2010-09-21,1,1,29,504.51
ACC_0016,2010-09-27,1,3,43,1422.78
ACC_0016,2010-09-30,1,1,36,753.4399999999999
ACC_0016,2010-10-04,2,3,69,1747.26
ACC_0016,2010-10-05,1,1,1,35.0
ACC_0016,2010-10-07,1,1,17,336.37
ACC_0016,2010-10-12,1,1,9,132.8
ACC_0016,2010-10-13,1,1,16,1057.8
ACC_0016,2010-10-27,1,1,1,54.0
ACC_0016,2010-11-08,1,1,60,1293.59
ACC_0016,2010-11-12,1,1,26,453.1
ACC_0016,2010-11-15,1,3,40,1772.3
ACC_0016,2010-11-26,1,1,23,452.58
ACC_0016,2010-11-30,1,3,71,2138.7
ACC_0016,2010-12-05,1,1,140,3262.6
ACC_0016,2010-12-10,1,2,48,2360.41
ACC_0016,2010-12-17,1,2,28,1513.95
ACC_0016,2011-01-13,1,1,7,753.4499999999999
ACC_0016,2011-01-14,1,2,13,249.4
ACC_0016,2011-01-26,2,2,64,1175.76
ACC_0016,2011-01-27,1,1,12,220.59
ACC_0016,2011-02-03,2,2,22,1161.3
ACC_0016,2011-02-09,1,1,40,762.11
ACC_0016,2011-02-23,1,1,14,388.3
